Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Job_Title_AI Engineer,Job_Title_Chef,Job_Title_Construction Worker,Job_Title_Customer Support,Job_Title_Data Scientist,Job_Title_Doctor,Job_Title_Financial Analyst,Job_Title_Graphic Designer,Job_Title_HR Specialist,Job_Title_Lawyer,Job_Title_Marketing Manager,Job_Title_Mechanic,Job_Title_Nurse,Job_Title_Research Scientist,Job_Title_Retail Worker,Job_Title_Security Guard,Job_Title_Software Engineer,Job_Title_Teacher,Job_Title_Truck Driver,Job_Title_UX Researcher,Skill_Index,High_Risk
0.796581724667691,0.5172413793103449,1.0,0.1,0.49,0.17,0.0,0.17,0.43,0.4,0.62,0.64,0.05,0.37,0.63,0.5,0.86,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.46699999999999997,0
0.07940351345935476,0.41379310344827586,0.0,0.16,0.06999999999999995,0.56,0.5,0.03,0.59,0.94,0.58,0.39,0.64,0.46,0.55,0.94,0.39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.551,0
0.31956783114020443,0.24137931034482757,0.6666666666666666,0.91,0.19999999999999996,0.33,0.5,0.1,0.02,0.09,0.68,0.07,0.32,0.84,0.02,0.81,0.28,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.32300000000000006,0
0.027027252688531178,0.8620689655172413,1.0,0.7,0.6299999999999999,0.92,1.0,0.74,0.8,0.28,0.18,0.75,0.81,0.99,0.41,0.37,0.78,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.611,1
0.49262741299846374,0.7586206896551724,0.6666666666666666,0.93,0.8600000000000001,0.47,0.5,0.75,0.75,0.1,0.9,0.51,0.83,0.32,0.9,0.39,0.01,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.546,0
0.6087268719524415,0.6206896551724138,0.6666666666666666,0.09,0.31999999999999995,0.68,0.5,0.95,0.57,0.63,0.45,0.29,0.33,0.67,0.75,0.79,0.79,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6220000000000001,0
0.7017400307260704,0.6896551724137931,0.6666666666666666,0.49,0.06000000000000005,0.19,0.0,0.44,0.89,0.35,0.12,0.14,0.76,0.62,0.1,0.08,0.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.42000000000000004,0
0.3260553737225303,0.27586206896551724,0.0,0.82,0.71,0.72,1.0,0.08,0.99,0.37,0.37,0.81,0.95,0.99,0.75,0.38,0.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.5770000000000001,1
0.6019470977222632,0.3793103448275862,0.3333333333333333,0.56,0.42000000000000004,0.93,1.0,0.11,0.49,0.01,0.47,0.06,0.12,0.12,0.65,0.75,0.58,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.336,1
0.5143193507447732,0.8275862068965517,0.0,0.37,0.29000000000000004,0.92,1.0,0.22,0.96,0.01,0.97,0.04,0.89,0.53,0.99,0.07,0.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.523,1
0.11533130719390827,0.8275862068965517,1.0,0.52,0.6299999999999999,0.22,0.0,0.45,0.63,0.58,0.9,0.05,0.28,0.95,0.89,0.46,0.62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.581,0
0.24775399104936213,0.8620689655172413,0.3333333333333333,0.19,0.45999999999999996,0.44,0.5,0.58,0.08,0.97,0.99,0.7,0.54,0.31,0.81,0.68,0.16,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5820000000000001,0
0.28654565493287026,0.06896551724137931,0.3333333333333333,0.82,0.95,0.59,0.5,0.61,0.42,0.93,0.87,0.05,0.03,0.38,0.81,0.99,0.15,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.524,0
0.5198550531026651,0.8620689655172413,0.3333333333333333,0.38,0.97,0.91,1.0,0.84,0.47,0.41,0.27,0.06,0.86,0.81,1.0,1.0,0.56,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6279999999999999,1
0.19616258098991385,0.6896551724137931,1.0,0.94,0.8500000000000001,0.4,0.5,0.45,0.13,0.95,0.61,0.23,0.67,0.62,0.36,0.11,0.67,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4800000000000001,0
0.4841610446863937,0.7241379310344828,0.3333333333333333,0.77,0.52,0.91,1.0,0.55,0.56,0.88,0.4,0.13,0.03,0.76,0.62,0.7,0.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.484,1
0.6787038273996393,0.9310344827586207,1.0,0.98,0.6100000000000001,0.55,0.5,0.55,0.09,0.73,0.55,0.45,0.91,0.3,0.52,0.7,0.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5599999999999999,0
0.9584780575779841,0.7931034482758621,0.3333333333333333,0.84,0.77,0.07,0.0,0.05,0.62,0.35,0.21,0.58,0.34,0.54,0.46,0.58,0.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.413,0
0.1869030124908156,0.24137931034482757,1.0,0.18,0.7,0.15,0.0,0.87,0.52,0.97,0.6,0.22,0.82,0.35,0.35,0.03,0.55,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.528,0
0.8737726270790194,0.3793103448275862,1.0,0.21,0.36,0.83,1.0,0.69,0.04,0.8,0.63,0.08,0.87,0.92,0.06,0.28,0.81,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.518,1
0.6653196179279941,0.9655172413793103,1.0,0.99,0.54,0.93,1.0,0.24,0.76,0.53,0.72,0.06,0.15,0.13,0.69,0.84,0.75,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.487,1
0.5597237993454012,0.41379310344827586,0.0,0.87,0.35,0.46,0.5,0.1,0.74,0.18,0.56,0.84,0.09,0.54,0.23,0.34,0.47,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.409,0
0.06287990114220832,0.06896551724137931,0.6666666666666666,0.65,0.48,0.85,1.0,0.74,0.56,0.59,0.56,0.38,0.34,0.9,0.61,0.24,0.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.542,1
0.9397418342128114,0.13793103448275862,0.0,0.93,0.010000000000000009,0.11,0.0,0.37,0.49,0.85,0.09,0.81,0.06,0.84,0.05,0.02,0.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.42800000000000005,0
0.07582158840424824,0.1724137931034483,0.3333333333333333,0.4,0.97,0.65,0.5,0.82,0.26,0.17,0.67,0.93,0.56,0.57,0.28,0.77,0.19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.522,0
0.35127079019437585,0.10344827586206896,0.0,0.43,0.51,0.76,1.0,0.11,0.61,0.29,0.58,0.15,0.48,0.53,0.05,0.34,0.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.32699999999999996,1
0.7341526952107409,0.3103448275862069,0.0,0.99,0.31999999999999995,0.9,1.0,0.25,0.68,0.76,0.6,0.47,0.41,0.35,0.93,0.83,0.97,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.625,1
0.5628715516665554,0.7931034482758621,0.0,0.99,0.20999999999999996,0.14,0.0,0.93,0.72,0.05,0.78,0.83,0.75,0.8,0.83,0.19,0.24,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6120000000000001,0
0.00039242535568767556,0.8620689655172413,0.0,0.91,0.31999999999999995,0.2,0.0,0.68,0.45,0.71,0.9,0.62,0.54,0.44,0.58,0.36,0.39,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5670000000000001,0
0.9910076147217954,0.4482758620689655,0.0,0.07,0.22999999999999998,0.52,0.5,0.43,0.33,0.73,0.69,0.17,0.88,0.5,0.74,0.57,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.604,0
0.8156602765346337,0.0,0.0,0.71,0.78,0.74,1.0,0.2,0.71,0.49,0.75,0.1,0.54,0.38,0.46,0.6,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.473,1
0.16759902478124378,0.13793103448275862,0.6666666666666666,0.49,0.41000000000000003,0.61,0.5,0.01,0.6,0.57,0.72,0.6,0.83,0.96,0.34,0.23,0.42,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.528,0
0.9602147485137933,0.4482758620689655,0.0,0.61,0.9099999999999999,0.36,0.5,0.1,0.26,0.73,0.59,0.1,0.92,0.79,0.02,0.65,0.77,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.493,0
0.5450537706232048,0.8620689655172413,0.3333333333333333,0.07,0.07999999999999996,0.08,0.0,0.84,0.91,0.12,0.24,0.17,0.19,0.84,0.33,0.31,0.23,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41800000000000004,0
0.5288891857591345,0.6896551724137931,0.6666666666666666,0.38,0.74,0.38,0.5,0.79,0.6,0.11,0.41,0.86,0.92,0.47,0.48,0.92,0.59,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.615,0
0.3497094382472781,0.3793103448275862,0.6666666666666666,0.91,0.25,0.19,0.0,0.17,0.03,0.31,0.78,0.28,0.22,0.21,0.52,0.98,0.46,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.396,0
0.8559631955113218,0.7241379310344828,1.0,0.86,0.54,0.37,0.5,0.3,0.31,0.4,0.43,0.8,0.35,0.47,0.62,0.38,0.84,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.49000000000000005,0
0.7437378932603034,0.5862068965517241,0.6666666666666666,0.29,0.71,0.51,0.5,0.53,0.48,0.5,0.77,0.1,0.33,0.08,0.75,0.27,0.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.4710000000000001,0
0.43895698350143614,0.0,0.0,0.03,0.16000000000000003,0.59,0.5,0.66,0.03,0.22,0.23,0.67,0.02,0.1,0.8,0.18,0.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.35600000000000004,0
0.8460356689599893,0.24137931034482757,0.3333333333333333,0.1,0.24,0.88,1.0,0.86,0.83,0.4,0.67,0.2,0.29,0.9,0.01,0.09,0.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.446,1
0.44556141874290295,0.5172413793103449,0.0,0.18,0.5800000000000001,0.81,1.0,0.89,0.82,0.34,0.26,0.38,0.59,0.27,0.62,0.41,0.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5129999999999999,1
0.5217253356489213,0.3793103448275862,0.3333333333333333,0.22,0.97,0.24,0.0,0.11,0.57,0.99,0.47,0.18,0.48,0.51,0.74,0.7,0.4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.515,0
0.1980662614387817,0.7241379310344828,0.6666666666666666,0.65,0.42000000000000004,0.35,0.5,0.9,0.69,0.68,0.82,0.53,0.82,0.5,0.07,0.41,0.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5920000000000001,0
0.6544402511522276,0.7586206896551724,1.0,0.11,0.14,0.12,0.0,0.27,0.73,0.25,0.63,0.49,0.57,0.84,0.4,0.77,0.42,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5369999999999999,0
0.7190150958519805,0.9310344827586207,0.6666666666666666,0.96,0.18000000000000005,0.34,0.5,0.77,0.07,0.84,0.44,0.92,0.72,0.61,0.95,0.4,0.95,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.667,0
0.7897184556809833,0.13793103448275862,0.0,0.48,0.27,0.52,0.5,0.16,0.84,0.85,0.96,0.15,0.62,0.47,0.34,0.35,0.41,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5149999999999999,0
0.0002504842695879028,0.3448275862068966,1.0,0.6,0.45999999999999996,0.33,0.5,0.08,0.0,0.97,0.01,0.1,0.31,0.81,0.96,0.79,0.69,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4720000000000001,0
0.4767884576848574,0.3793103448275862,0.0,0.54,0.8700000000000001,0.59,0.5,0.81,0.66,0.69,0.85,0.25,0.49,0.22,0.99,0.94,0.04,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5940000000000001,0
0.3140321287823125,0.5172413793103449,1.0,0.93,0.18000000000000005,0.84,1.0,0.92,0.03,0.7,0.3,0.92,0.97,0.94,0.47,0.86,0.84,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.695,1
0.3108927259368112,0.896551724137931,0.6666666666666666,0.83,0.040000000000000036,0.2,0.0,0.23,0.12,0.08,0.7,0.34,0.72,0.07,0.32,0.54,0.79,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.39099999999999996,0
0.9650156970142276,0.41379310344827586,0.6666666666666666,0.63,0.8899999999999999,0.85,1.0,0.23,0.02,0.87,0.02,0.87,0.53,0.94,0.8,1.0,0.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.563,1
0.24713612985104538,0.5517241379310345,0.0,0.4,0.48,0.55,0.5,0.87,0.98,0.77,0.42,0.42,0.74,0.24,0.11,0.35,0.29,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.519,0
0.46413900207067,0.5862068965517241,0.3333333333333333,0.23,0.040000000000000036,0.31,0.5,0.99,0.43,0.38,0.68,0.22,0.95,0.79,0.09,0.42,0.88,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.583,0
0.8890187696212677,1.0,1.0,0.61,0.17000000000000004,0.7,0.5,0.23,0.94,0.65,0.61,0.51,0.23,0.18,0.22,0.19,0.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.454,0
0.9894379132990447,0.13793103448275862,0.0,0.06,0.97,0.27,0.0,0.93,0.99,0.17,0.4,0.76,0.7,0.15,0.82,0.22,0.22,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.536,0
0.6322890922450071,0.8275862068965517,0.3333333333333333,0.59,0.5800000000000001,0.34,0.5,0.88,0.27,0.13,0.89,0.96,0.86,0.81,0.66,0.55,0.09,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.61,0
0.2131537639436244,0.9310344827586207,0.6666666666666666,0.37,0.26,0.59,0.5,0.5,0.08,0.22,0.68,0.08,0.85,0.5,0.48,0.59,0.82,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.48,0
0.013033531494222206,0.24137931034482757,0.6666666666666666,0.68,0.5700000000000001,0.41,0.5,0.88,0.8,0.66,0.85,0.87,0.71,0.84,0.7,0.68,0.62,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.761,0
0.02036437111749384,0.9310344827586207,0.6666666666666666,0.16,0.8799999999999999,0.65,0.5,0.03,0.83,0.13,0.34,0.74,0.16,0.82,0.83,0.51,0.01,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44000000000000006,0
0.7283498096319552,0.41379310344827586,0.3333333333333333,0.62,0.98,0.55,0.5,0.26,0.63,0.54,0.78,0.11,0.76,0.54,0.96,0.34,0.63,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5549999999999999,0
0.7625325629550463,0.13793103448275862,0.6666666666666666,0.1,0.94,0.87,1.0,0.07,0.3,0.71,0.07,0.58,0.35,0.62,0.05,0.87,0.97,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.45899999999999996,1
0.20731748046222698,0.3793103448275862,0.0,0.75,0.13,0.24,0.0,0.02,0.02,0.32,0.49,0.77,0.68,0.45,0.27,1.0,0.43,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.445,0
0.054355086500567806,0.27586206896551724,1.0,0.16,0.79,0.87,1.0,0.22,0.08,0.68,0.65,0.27,0.95,0.15,0.43,0.94,0.42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4789999999999999,1
0.23856121835548733,0.6551724137931034,0.0,0.4,0.27,0.95,1.0,0.41,0.89,0.23,0.21,0.03,0.65,0.37,0.86,0.47,0.97,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.509,1
0.3282262373922918,0.8275862068965517,1.0,0.87,0.78,0.61,0.5,0.84,0.76,0.63,0.13,0.03,0.92,0.62,0.8,0.48,0.12,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5329999999999999,0
0.09606906686260103,1.0,1.0,0.69,0.43000000000000005,0.1,0.0,0.49,0.06,0.58,0.27,0.8,0.31,0.46,0.01,0.07,0.39,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.344,0
0.6953359829002739,0.48275862068965514,0.6666666666666666,0.6,0.29000000000000004,0.58,0.5,0.86,0.78,0.04,0.48,0.1,0.24,0.99,0.14,0.5,0.62,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4750000000000001,0
0.4070953844098591,0.0,0.6666666666666666,0.56,0.010000000000000009,0.13,0.0,0.52,0.09,0.35,0.03,0.08,0.4,0.13,0.57,0.69,0.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.366,0
0.572331507581324,0.3103448275862069,0.0,0.17,0.09999999999999998,0.55,0.5,0.71,0.03,0.94,0.05,0.54,0.71,0.87,0.71,0.8,0.34,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5700000000000001,0
0.20703359829002743,0.20689655172413793,0.6666666666666666,0.66,0.55,0.85,1.0,0.78,0.48,0.04,0.16,0.44,0.72,0.59,0.65,0.48,0.62,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.496,1
0.2660142943023179,0.7586206896551724,0.6666666666666666,0.47,0.74,0.65,0.5,0.43,0.04,0.16,0.02,0.65,0.33,0.54,0.49,0.08,0.4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.314,0
0.3796506579386815,0.9655172413793103,0.3333333333333333,0.42,0.19999999999999996,0.64,0.5,0.17,0.96,0.42,0.85,0.63,0.74,0.77,0.5,0.54,0.51,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6089999999999999,0
0.5435341660543718,0.10344827586206896,1.0,0.03,0.4,0.85,1.0,0.6,0.79,0.66,0.99,0.28,0.36,0.38,0.47,0.84,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.561,1
0.16653029189766888,0.10344827586206896,0.0,0.91,0.18000000000000005,0.4,0.5,0.97,0.18,0.85,0.49,0.25,0.87,0.45,0.51,0.36,0.59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.552,0
0.3829320018702826,0.5517241379310345,0.6666666666666666,0.39,0.97,0.4,0.5,0.66,0.33,0.77,0.13,0.97,0.45,0.24,0.07,0.17,0.52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43100000000000005,0
0.639477990782179,1.0,0.0,0.15,0.44999999999999996,0.54,0.5,0.95,0.25,0.36,0.38,0.61,0.36,0.53,0.78,0.71,0.45,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.538,0
0.6953443323759267,0.48275862068965514,0.0,0.56,0.54,0.31,0.5,0.99,0.12,0.23,0.05,0.64,0.22,0.18,0.09,0.1,0.58,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.32,0
